"station_name","effort_window","effort_start","effort_end","n_receiver_deployments","receivers_used","latitude","longitude"
"JP001",1,2015-02-01 10:16:00,2025-05-14 13:17:00,19,"119626, 123191, 102299, 123199, 120155, 120157, 119630, 119168, 112462, 126037, 112466, 123202, 123197, 131725, 120166, 112380, 112438, 133828",-27.561167,32.686167
"JP002",1,2015-02-01 10:59:00,2025-05-14 06:42:00,20,"112417, 123197, 112345, 123202, 120175, 120164, 119619, 123192, 123185, 126028, 120169, 545741, 545752, 547826, 547823, 546762, 546758, 546767, 546760, 545759",-27.561167,32.691833
"JP003",1,2015-02-01 08:10:00,2025-05-14 06:50:00,20,"112438, 123204, 112436, 123203, 123186, 126027, 112386, 123195, 123190, 120144, 126042, 546774, 546787, 549809, 547825, 546770, 551310, 546776, 546784, 549807",-27.561167,32.698017
"JS001",1,2022-05-04 08:10:00,2023-04-13 10:20:00,2,"547824, 546767",-27.56671,32.71402
"Jahleel",1,2015-06-22 12:30:00,2025-06-06 12:40:00,8,"4839, 127950, 126041, 120173, 124032, 119619",-33.806683,25.708267
"KAN001",1,2017-05-19 10:15:00,2019-07-13 10:30:00,4,"112381, 545678, 546782, 545757",-34.35113,21.921033
"KBR001",1,2022-10-25 11:30:00,2024-11-28 14:52:00,5,"112464, 102289",-34.07602,23.05959
"KBR002",1,2022-10-25 15:45:00,2024-12-04 18:19:00,4,"126026, 120169",-34.06069,23.04496
"KBR003",1,2022-10-25 11:50:00,2022-12-12,1,"133826",-34.06809,23.05254
"KBR004",1,2022-10-25 12:10:00,2022-12-12,1,"126030",-34.05593,23.03506
"KBR004",2,2023-04-05,2024-11-28 15:40:00,3,"119105, 126040",-34.05593,23.03506
"KBR005",1,2022-10-25 12:25:00,2024-12-04 17:03:00,5,"119174, 133824",-34.0564,23.05123
"KBR006",1,2022-10-25 12:40:00,2024-11-28 11:34:00,5,"133825, 126029",-34.05145,23.06133
"KBR007",1,2022-10-25 16:20:00,2024-12-05 07:13:00,4,"126043, 126042",-34.04584,23.00571
"KBR008",1,2022-10-25 14:55:00,2024-12-05 06:12:00,4,"120152, 120150",-34.0389,23.0213
"KBR009",1,2022-10-25 13:40:00,2024-11-28 10:17:00,5,"120157, 131728",-34.0437,23.04362
"KBR010",1,2022-10-25 13:55:00,2024-10-23 14:00:00,6,"126052, 133826, 120175",-34.04145,23.04386
"KBR011",1,2022-10-25 16:40:00,2024-12-05 07:37:00,4,"126038, 120147",-34.03252,23.0067
"KBR012",1,2022-10-25 14:10:00,2024-11-28 10:48:00,5,"112336, 119099",-34.0396,23.03888
"KBR013",1,2022-10-25 16:05:00,2024-12-05 06:53:00,4,"112463, 112384",-34.05343,23.00455
"KBR014",1,2022-10-25 14:25:00,2024-11-28 16:07:00,5,"131725, 112466",-34.04746,23.02544
"KBR015",1,2022-10-25 17:00:00,2023-03-30 16:00:00,2,"119105",-34.0322,22.99282
"KLM001",1,2022-02-03 13:21:00,2024-04-18 16:20:00,3,"121845, 106601, 113577",-33.57824902,26.98501096
"KLM001",2,2024-05-28 07:44:00,2025-03-21 15:35:00,1,"110162",-33.57824902,26.98501096
"KLM002",1,2022-02-03 13:48:00,2024-04-18 15:37:00,3,"119098, 106610, 113583",-33.56755103,27.01899002
"KLM002",2,2024-05-29 10:15:00,2025-03-21 15:07:00,1,"112492",-33.56755103,27.01899002
"KLM003",1,2022-02-03 14:07:00,2022-11-21 12:37:00,1,"121697",-33.572882,27.02392101
"KLM003",2,2023-09-29 13:32:00,2024-04-18 11:10:00,1,"113591",-33.572882,27.02392101
"KLM004",1,2022-02-03 10:47:00,2024-04-18 15:00:00,3,"133828, 106616, 113595",-33.54737696,27.05193099
"KLM004",2,2024-05-29 10:28:00,2025-03-21 14:42:00,1,"119082",-33.54737696,27.05193099
"KLM005",1,2022-02-03 11:02:00,2024-04-18 12:10:00,3,"121700, 109137, 113606",-33.55152701,27.05909802
"KLM005",2,2024-05-29 10:24:00,2025-03-21 11:57:00,1,"113573",-33.55152701,27.05909802
"KLM006",1,2022-02-03 09:55:00,2024-04-18 14:15:00,3,"112375, 110162, 113608",-33.53913001,27.07052104
"KLM007",1,2022-02-03 10:33:00,2024-04-18 12:50:00,3,"106599, 110163, 101636",-33.54469199,27.07623901
"KLM007",2,2024-05-29 10:44:00,2025-03-21 12:44:00,1,"120203",-33.54469199,27.07623901
"KLM008",1,2022-02-03 09:07:00,2024-04-18 13:30:00,3,"135495, 112492, 101637",-33.51027397,27.131735
"KLM008",2,2024-05-29 11:09:00,2025-03-21 13:21:00,1,"120206",-33.51027397,27.131735
"KLM009",1,2024-05-29 09:04:00,2024-08-21,1,"113577",-33.59117,26.95095
"KM001",1,2017-01-30 12:43:00,2025-07-09 08:32:00,15,"545739, 546785, 545675, 546755, 545677, 546770, 546783, 545740, 545679, 546760, 545754, 546773, 546780, 546775",-32.704722,28.384833
"KM002",1,2017-01-30 12:50:00,2025-07-09 08:55:00,15,"545744, 546786, 545676, 546764, 545752, 546762, 546768, 545749, 545739, 551310, 546784, 546783, 547832, 546787",-32.708083,28.391333
"KM003",1,2017-01-30 12:56:00,2025-07-09 09:08:00,15,"545679, 546787, 545677, 546765, 545756, 547829, 546784, 545668, 546786, 546767, 551315, 549810, 547836, 549567, 546772",-32.711,28.397972
"KOW002",1,2020-10-15 15:40:00,2022-06-03 13:00:00,1,"131730",-33.592558,26.88885
"KOW002",2,2022-10-14 10:50:00,2025-04-30 10:10:00,3,"102292, 119165, 126034",-33.592558,26.88885
"KOW003",1,2020-10-15 15:10:00,2022-03-16,1,"126045",-33.587267,26.881831
"KOW003",2,2022-10-14 11:15:00,2025-04-30 12:00:00,3,"112372, 119173, 133822",-33.587267,26.881831
"KOW004",1,2020-10-15 14:35:00,2022-06-03 10:20:00,1,"119101",-33.591932,26.874007
"KOW004",2,2022-10-14 11:40:00,2024-06-10 14:30:00,2,"112373, 123188",-33.591932,26.874007
"KOW005",1,2020-10-15 13:05:00,2022-03-16,1,"112421",-33.588052,26.864577
"KOW005",2,2022-10-14 12:00:00,2024-08-02 13:15:00,2,"112439, 131730",-33.588052,26.864577
"KOW006",1,2020-10-15 12:40:00,2022-06-03 11:00:00,1,"112373",-33.581145,26.86232
"KOW006",2,2022-10-21 13:20:00,2024-08-02 12:20:00,2,"112471",-33.581145,26.86232
"KOW007",1,2020-10-15 12:25:00,2022-06-03 11:30:00,1,"119102",-33.572408,26.861155
"KOW007",2,2022-10-21 10:00:00,2024-08-02 10:45:00,2,"119101",-33.572408,26.861155
"KOW008",1,2020-10-15 11:55:00,2022-03-16,1,"120144",-33.574557,26.854206
"KOW008",2,2022-10-21 10:40:00,2024-06-24 12:45:00,2,"126037, 120173",-33.574557,26.854206
"KOW009",1,2022-10-21 11:50:00,2024-06-24 13:10:00,2,"128593, 112463",-33.571002,26.850579
"KOW010",1,2022-10-21 12:35:00,2024-06-24 13:50:00,2,"131726, 119102",-33.565183,26.851083
"KOW011",1,2019-02-08,2020-10-15 11:00:00,1,"112384",-33.562706,26.841482
"KOW011",2,2022-10-21 13:33:00,2024-07-16 16:30:00,2,"131730, 119105",-33.562706,26.841482
"KOW012",1,2019-02-08 14:37:00,2024-06-24 15:00:00,4,"112417, 123195, 123202, 119621",-33.556263,26.840143
"KOW013",1,2019-02-08 13:53:00,2023-01-18 10:00:00,3,"119099, 120165, 120133",-33.555266,26.829861
"KOW014",1,2019-02-08 14:15:00,2024-07-16 15:00:00,4,"119102, 120145, 119168, 133825",-33.549274,26.822509
"KOW015",1,2017-11-21 11:00:00,2024-07-16 14:09:00,5,"131724, 120128, 123203, 119102, 126038",-33.5492344,26.81610279
"KOW016",1,2017-11-21 11:40:00,2022-09-29 14:58:00,3,"131725, 120150, 126037",-33.55412356,26.81076796
"KOW016",2,2023-10-18 15:00:00,2024-07-16 13:30:00,1,"133827",-33.55412356,26.81076796
"KOW017",1,2017-11-21 12:15:00,2024-07-16 13:00:00,5,"131726, 120148, 112345, 112386, 133828",-33.54621104,26.80723356
"KOW018",1,2017-11-21 12:50:00,2022-03-16,3,"131727, 120160, 123185",-33.53805604,26.80221959
"KOW018",2,2022-09-29 12:30:00,2024-07-16 12:00:00,2,"119171, 138868",-33.53805604,26.80221959
"KOW019",1,2017-11-21 13:18:00,2022-03-16,3,"131728, 123202, 131733",-33.54329288,26.80225924
"KOW019",2,2022-09-29 11:20:00,2024-07-16 11:00:00,2,"119632, 132291",-33.54329288,26.80225924
"KOW020",1,2017-11-21 13:47:00,2022-03-16,3,"131729, 131730, 126036",-33.54399814,26.79739958
"KOW020",2,2022-09-22 14:55:00,2024-07-16 10:00:00,2,"123192, 138875",-33.54399814,26.79739958
"KOW021",1,2023-05-09 14:00:00,2024-05-24 10:30:00,2,"112345",-33.546177,26.786114
"KOW022",1,2023-07-18 10:15:00,2024-05-24 10:05:00,1,"112421",-33.544218,26.781304
"KOW023",1,2023-08-02 10:00:00,2024-05-24 10:00:00,1,"112433",-33.544285,26.78104
"KOWMAR002",1,2017-11-21 16:10:00,2025-04-30 10:10:00,6,"131732, 120171, 126052, 112384, 126042, 138872",-33.59687194,26.89648021
"KOWMAR003",1,2017-11-21 16:25:00,2025-04-30 09:54:00,7,"131733, 120175, 126050, 126031, 120150, 138867, 112386",-33.5963163,26.89761487
"KOWMAR004",1,2017-11-21 16:42:00,2025-04-30 09:20:00,8,"131734, 123191, 120164, 112473, 126040, 138871, 124032",-33.59563125,26.89859036
"Kapteins Klip",1,2020-12-01 10:30:00,2023-05-08 10:05:00,3,"108886, 128117",-34.09921,18.65273
"Kapteins Klip",2,2023-06-22 11:31:00,2025-05-16 11:15:00,2,"128110, 128104",-34.09921,18.65273
"Kariega",1,2015-01-09 08:45:00,2025-03-06 15:45:00,10,"123200, 112432, 112464, 112462, 119098, 126026, 119628, 102289, 126033, 119171",-33.67203,26.67469
"Keiskamma",1,2015-03-12 08:10:00,2020-12-11 13:00:00,5,"112336, 120171, 112464, 102289",-33.27771,27.48596
"Kings Beach",1,2015-02-02,2020-03-04 11:23:00,4,"112803, 112817",-33.96983333,25.65465
"Klein Brak",1,2015-03-23 13:20:00,2015-11-14 08:55:00,1,"102297",-34.09104,22.1425
"Klein Brak",2,2017-02-02 16:20:00,2019-02-10,2,"126026, 120164",-34.09104,22.1425
"Knysna",1,2015-06-10 12:20:00,2016-09-12 10:29:00,2,"119104, 102295",-34.06529,23.04652
"Knysna",2,2018-06-21 11:00:00,2024-12-04 18:39:00,7,"126040, 112373, 133827, 120128, 112443, 119173, 133821",-34.06529,23.04652
"Knysna 002",1,2020-01-23 08:30:00,2024-12-04 17:56:00,6,"126045, 133826, 131734, 126027, 119621, 124031",-34.07081,23.05083
"Koeel Bay 1",1,2019-05-10 10:00:00,2020-10-19,1,"129603",-34.22802,18.8228
"Koggel Bay",1,2021-03-31 10:53:00,2024-04-17 10:02:00,4,"128108, 136863, 108885, 126036",-34.23172,18.81917
"Kowie",1,2015-03-05 08:30:00,2025-04-30 12:45:00,11,"119101, 120162, 102300, 112435, 123185, 112463, 119161, 120164, 120136, 124981",-33.59969,26.89424
"Kromme",1,2015-03-12 07:08:00,2024-05-07 12:30:00,10,"102853, 120175, 102287, 112372, 126032, 119100, 119174, 119167, 119625, 120165",-34.13944,24.8356
"Leven",1,2016-05-11 09:16:00,2018-02-26,2,"124032, 102406",-27.91211667,32.59856667
"Leven",2,2018-04-16,2022-05-10 10:30:00,4,"124032, 102406, 123253, 136534",-27.91211667,32.59856667
"Leven",3,2023-04-17 13:42:00,2025-05-13 09:10:00,2,"102852, 123255",-27.91211667,32.59856667
"Leven Deep",1,2021-05-04 08:00:00,2025-05-13 08:07:00,4,"549609, 549611, 549610",-27.910867,32.615
"Leven Mid",1,2021-05-04,2025-05-13 08:41:00,4,"136524, 119622, 136509, NA",-27.911083,32.60685
"MAP001",1,2018-07-25 12:47:00,2023-06-30,5,"119628, 123192, 112347, 123187, 136525",-28.40567,32.44333333
"MAP002",1,2018-07-25 12:06:00,2021-06-17 11:43:00,3,"126026, 120155, 112375",-28.44005,32.42876667
"MAP003",1,2018-07-25 11:23:00,2021-06-17 11:12:00,3,"126050, 123200, 119105",-28.47627,32.42181667
"MAP004",1,2018-07-25 10:26:00,2021-06-17 10:51:00,3,"126052, 119171, 120159",-28.51055,32.41661667
"MB001",1,2015-05-21 09:23:00,2015-08-24 07:20:00,1,"119098",-34.0806,22.190533
"MB001",2,2015-11-13 13:22:00,2025-04-25 16:51:00,17,"112380, 120141, 119098, 119165, 545747, 545746, 546786, 547833, 545668, 546770, 546778, 546757, 545675, 545745, 551305, 547824, 545754",-34.0806,22.190533
"MB002",1,2015-05-21 08:52:00,2025-04-25 17:04:00,19,"119171, 112472, 119101, 119174, 545740, 545749, 546787, 547834, 545673, 545671, 547827, 546771, 546781, 551311, 546774, 552856, 546764",-34.086833,22.194817
"MB003",1,2015-05-21 08:31:00,2025-04-25 17:17:00,18,"119619, 119628, 119629, 119172, 120173, 545741, 545750, 547828, 547835, 545677, 545739, 547833, 549569, 546786, 546783, 551313, 546781, 552849",-34.09315,22.198683
"MB004",1,2015-07-15 09:06:00,2025-04-25 17:25:00,17,"119168, 112464, 102286, 120139, 546770, 545740, 545670, 546776, 545749, 545675, 545744, 545756, 547834, 549566, 547823, 551316",-34.0998,22.202667
"MB005",1,2015-07-15 09:21:00,2025-04-25 17:31:00,17,"102855, 119172, 112347, 123196, 546771, 545747, 545679, 546773, 546779, 545759, 547823, 546769, 545670, 546772, 546780, 547825, 552850",-34.106383,22.206583
"MB006",1,2015-07-15 09:36:00,2023-12-05 11:40:00,15,"123199, 120155, 112385, 120129, 546772, 546760, 545758, 545744, 545752, 547829, 547835, 546779, 545757, 547833, 547832",-34.112417,22.210933
"MB006",2,2024-08-08 11:13:00,2025-04-25 17:39:00,1,"552853",-34.112417,22.210933
"MB007",1,2015-07-15 09:49:00,2023-12-05 11:47:00,15,"112421, 120164, 112419, 119634, 546773, 546767, 546757, 546774, 546777, 546761, 545750, 547824, 549908, 546759, 549564",-34.119133,22.215017
"MB007",2,2024-08-08 11:17:00,2025-04-25 17:46:00,1,"552851",-34.119133,22.215017
"MO5",1,2015-12-09 11:10:00,2017-03-03 14:26:00,1,"128111",-34.09341,18.73705
"MO5",2,2018-07-16 11:12:00,2020-10-19 10:05:00,2,"128107, 128112",-34.09341,18.73705
"MO5",3,2020-12-01 10:10:00,2023-05-08 10:40:00,3,"128117, 128107, 128110",-34.09341,18.73705
"MO5",4,2023-06-22 11:13:00,2025-05-16 10:15:00,2,"108885, 131733",-34.09341,18.73705
"MOZ001",1,2015-05-14 08:00:00,2020-02-05 14:30:00,6,"119102, 112384, 123194, 120145, 126029, 112345",-26.854556,32.899333
"MOZ001",2,2021-12-09,2024-12-10,3,"120172, 119172, 120159",-26.854556,32.899333
"MOZ002",1,2015-05-14 07:40:00,2024-12-10,11,"120163, 119634, 123188, 120147, 126031, 112472, 112471, 123199, 119176, 112435, 123195",-26.8545,32.905361
"MOZ003",1,2015-01-15 07:10:00,2016-01-19 06:45:00,3,"119097, 120162, 119621",-26.8545,32.911389
"MP00A",1,2015-03-14 13:29:00,2020-10-20 09:32:00,7,"5281, 128106, 108887, 128112, 108888, 128105, 108886",-34.23448,18.47926
"MP00A",2,2020-12-01 08:40:00,2025-05-06 10:42:00,5,"108813, 128112, 128117, 128109, 128107",-34.23448,18.47926
"MP2",1,2016-04-15 13:53:00,2017-06-06 13:10:00,2,"128115, 108888",-34.2397,18.48052
"MP2",2,2017-07-02 08:30:00,2019-09-11 12:15:00,3,"128114, 128110, 129602",-34.2397,18.48052
"Malongane",1,2015-11-25 07:50:00,2022-11-12,8,"112381, 102295, 119635, 120159, 119167, 112439, 112432",-26.78216667,32.90475
"Malongane",2,2023-11-30,2024-12-08,1,"102292",-26.78216667,32.90475
"Mamoli 1",1,2015-11-28 10:36:00,2024-12-08,9,"120136, 102299, 119634, 126034, 112432, 131726, 112381, 133822, 100291",-26.71336111,32.91083333
"Mbango",1,2015-06-23,2016-10-26,1,"112461",-30.75665,30.458417
"Mitch Reef MB",1,2017-10-23,2018-03-28,1,"126050",-34.1697667,22.1351
"Mtentu 001",1,2018-01-18 11:04:00,2021-09-05 08:45:00,5,"112375, 112373, 131726, 119621, 120136",-31.23928333,30.03256667
"Mtentu 002",1,2017-10-04 12:15:00,2021-09-05 09:30:00,5,"120128, 112460, 119631, 120160",-31.23191667,30.02033333
"Mtentu 003",1,2018-01-18 11:55:00,2021-09-05 10:15:00,5,"112439, 123201, 131733, 120173, 135495",-31.23361667,30.01223333
"Mtwalume",1,2015-03-20,2017-05-03,2,"112431, 127056",-30.501367,30.637783
"Muiz",1,2015-12-04 09:06:00,2019-09-26 09:10:00,4,"128110, 108813, 128114, 108887",-34.11666,18.48062
"Mzamba",1,2015-07-29,2017-12-01,2,"112473, 126060",-31.092617,30.195033
"Mzimvubu",1,2015-08-19 15:45:00,2018-10-10 09:30:00,4,"119167, 102291, 123199",-31.5952,29.52911
"Ntafufu",1,2015-08-20 12:48:00,2017-10-01 08:00:00,2,"119617, 112472",-31.55703,29.62575
"PA001",1,2015-04-25 05:45:00,2024-05-28 08:00:00,17,"120152, 112438, 112336, 545678, 545741, 546774, 546757, 547827, 546777, 546785, 545673, 545669, 546761, 545739, 545740, 545757",-33.58778,26.99384
"PA002",1,2015-10-07 05:17:00,2022-05-10 09:18:00,13,"112347, 112338, 545740, 545745, 546775, 546761, 547826, 546779, 545759, 545743, 546755, 549907",-33.59359,26.99729
"PA002",2,2023-09-29 14:27:00,2025-07-20 15:28:00,3,"549810, 551307, 547830",-33.59359,26.99729
"PA003",1,2015-04-25 06:25:00,2021-11-12 10:25:00,13,"112418, 112417, 112372, 545743, 545747, 546776, 546769, 547829, 546782, 545675, 546760, 549564, 549909",-33.59972,26.99986
"PA003",2,2023-01-11 08:10:00,2025-07-20 15:40:00,4,"546786, 549568, 552858, 549563",-33.59972,26.99986
"PE001",1,2019-02-05,2019-05-26 12:20:00,1,"109137",-34.05135,25.55045
"PE002",1,2019-02-05,2019-05-26 13:30:00,1,"121697",-34.05033,25.55046
"PE003",1,2019-02-05,2019-05-31,1,"113595",-34.0503,25.55181
"PE004",1,2019-02-05,2019-05-31,1,"110162",-34.05133,25.55174
"PE005",1,2019-02-05,2019-05-26 09:00:00,1,"113577",-34.05237,25.55168
"PE006",1,2019-02-05,2019-05-26 09:50:00,1,"119085",-34.05235,25.5505
"PE007",1,2019-02-05,2019-05-26 10:20:00,1,"112492",-34.05242,25.54919
"PE008",1,2019-02-05,2019-05-26 11:00:00,1,"113608",-34.05133,25.54922
"PE009",1,2019-02-05,2019-05-26 13:00:00,1,"106615",-34.05027,25.54919
"PE010",1,2019-02-05,2019-05-26 12:45:00,1,"113573",-34.05083,25.54985
"PE011",1,2019-02-05,2019-05-31,1,"120203",-34.05082,25.55106
"PE012",1,2019-02-05,2019-05-31,1,"121845",-34.05183,25.55109
"PE013",1,2019-02-05,2019-05-31,1,"120208",-34.05172,25.54973
"PE014",1,2019-02-05,2019-05-26 11:20:00,1,"NA",-34.0508,25.55045
"PE015",1,2019-02-05,2019-05-31,1,"NA",-34.05234,25.54983
"PLB001",1,2015-10-12 09:30:00,2025-04-11 09:30:00,10,"120172, 112380, 119165, 112337, 120175, 112436, 120129, 549808, 549564, 545740",-34.08705,23.401067
"PLB002",1,2015-10-12 10:00:00,2025-04-11 09:21:00,10,"102296, 112438, 120165, 119176, 123191, 119172, 120169, 549907, 551305, 545753",-34.053683,23.396617
"PLB003",1,2015-10-12 10:45:00,2025-04-11 10:00:00,10,"119626, 112386, 120169, 120149, 119108, 123196, 131727, 546768, 551312, 547827",-34.014033,23.445683
"PLB004",1,2015-10-12 11:30:00,2020-05-08,5,"112465, 112350, 120172, 123199, 131725",-33.99025,23.57205
"PLB004",2,2020-12-30 12:55:00,2025-04-11 10:43:00,5,"123198, 120175, 551315, 552859, 547836",-33.99025,23.57205
"PON001",1,2018-06-20 10:55:00,2019-06-11 10:50:00,1,"126038",-31.23566667,30.08415
"PON001",2,2020-06-18 10:01:00,2024-07-06 10:30:00,4,"112338, 112471, 131728, 112443",-31.23566667,30.08415
"PON002",1,2018-06-20 08:46:00,2024-09-27 11:51:00,6,"126041, 123196, 119620, 119108, 133824, 119617",-31.1786,30.13241667
"PP00A",1,2015-03-14 13:38:00,2025-05-06 11:25:00,12,"5647, 128104, 108886, 128111, 108887, 128115, 129602, 128114, 108813, 128116, 128117",-34.2557,18.48416
"PR001",1,2015-11-10 07:40:00,2019-11-04,3,"119176, 112421, 126030",-30.822033,30.413017
"PSJ001",1,2015-06-22 08:46:00,2025-08-12 08:04:00,18,"120153, 102287, 545668, 545751, 546755, 546785, 545678, 545739, 546772, 545672, 546787, 545758, 546778, 547829, 546782, 546761, 549907, 547824",-31.61576,29.59354
"PSJ002",1,2015-06-22 09:42:00,2017-10-06 08:08:00,4,"120129, 112442, 545669, 545752",-31.62011,29.60016
"PSJ002",2,2018-05-13 11:10:00,2025-08-12 08:22:00,13,"546786, 546783, 545753, 547827, 546755, 545670, 546770, 547833, 551307, 551314, 546774, 549806",-31.62011,29.60016
"PSJ003",1,2015-06-22 09:33:00,2017-10-06 08:23:00,4,"123190, 123195, 545670, 545753",-31.62443,29.60723
"PSJ003",2,2018-05-13 10:58:00,2020-02-02 10:55:00,4,"546787, 547825, 547824, 545743",-31.62443,29.60723
"PSJ003",3,2020-08-14 11:36:00,2025-08-12 08:33:00,7,"545752, 546784, 547836, 551308, 549569, 549809, 551310",-31.62443,29.60723
"PSJ004",1,2015-06-22 10:17:00,2016-02-05 07:21:00,1,"112372",-31.6287,29.61341
"PSJ005",1,2015-06-22 10:09:00,2016-02-05 06:53:00,1,"123201",-31.6333,29.62008
"Palm beach",1,2015-07-29 10:40:00,2016-09-21,1,"112466",-30.986117,30.29305
"Park Rynie",1,2015-02-19,2017-01-20,2,"112373, 112463",-30.3392,30.74
"Pennington",1,2015-03-20,2017-05-03,2,"112374, 127054",-30.39275,30.702083
"Pinnacle Temporary 1",1,2015-11-25 06:25:00,2019-06-07 10:30:00,4,"119100, 2534, 120175, 112336",-26.75411111,32.93602778
"Pinnacle Temporary 2",1,2015-11-25 06:29:00,2019-06-07 11:00:00,4,"119165, 2537, 123186, 112435",-26.75213889,32.93586111
"Pinnacle Temporary 3",1,2015-11-25 06:34:00,2019-06-06 14:30:00,4,"120133, 112384, 123196, 119631",-26.74852778,32.93488889
"Pinnacles 1",1,2016-12-14 12:00:00,2017-03-01 12:00:00,1,"112462",-26.75558333,32.93627778
"Pinnacles 1",2,2017-12-08 08:10:00,2024-12-07,8,"120129, 126039, 120172, 112433, 120139, 120171, 120148",-26.75558333,32.93627778
"Pinnacles 2",1,2015-05-11,2024-12-08,11,"2534, 112337, 120168, 126042, 119625, 119630, 120155, 123196, 126037",-26.74663889,32.93422222
"Pinnacles 3",1,2016-12-12,2024-12-11,9,"119167, 102295, 120133, 112338, 119635, 119165, 126034, 112473",-26.74988889,32.93583333
"Pioneer",1,2021-06-05 08:49:00,2022-09-25 09:00:00,1,"126263",-34.81816667,20.08695
"Pringle1",1,2015-12-09 09:35:00,2017-03-03 10:28:00,1,"128114",-34.34071,18.82371
"Protea Banks",1,2021-03-04 09:46:00,2024-04-27 11:15:00,3,"549611, 549610, 549609",-30.8317,30.4849
"QM001",1,2021-05-08,2025-05-14 13:58:00,3,"136521, 123194, 133801",-27.535317,32.6861
"Quoin Point",1,2015-06-20 15:00:00,2018-12-10 10:00:00,4,"126268",-34.79583,19.64666
"Quoin Point",2,2020-05-19,2020-12-31,1,"126262",-34.79583,19.64666
"Quoin Point 2",1,2022-01-17,2023-01-30,1,"126268",-34.79447,19.6275
"REL001",1,2022-10-25 12:52:00,2025-01-24 08:59:00,4,"551306, 551308, 546759, 551311",-34.3061,18.799
"RIN",1,2015-11-30 11:13:00,2024-01-24,9,"128105, 129602, 128117, 129603, 128110, 128115, 108887, 128109, 119635",-33.791283,18.385783
"RIS",1,2015-11-30 10:15:00,2024-01-24 08:45:00,9,"128109, 125978, 128108, 128116, 108888, 128107, 128115, 123185",-33.82125,18.397383
"RR001",1,2015-11-17 08:24:00,2017-12-03,2,"119622, 130590",-27.0469,32.8653
"RR001",2,2019-05-14,2022-10-26,3,"119622, 102406, 102852",-27.0469,32.8653
"RR002",1,2015-11-17 08:30:00,2022-10-26,7,"119633, 130591, 123252, 133801, 133802, 123255",-27.0469,32.87322
"RSB001",1,2018-01-17,2021-05-04,3,"132291, 123254, 123252",-27.7178,32.6391
"RSB002",1,2019-05-16,2022-05-11 10:12:00,3,"123257, 130588, 125566",-27.7178,32.6469
"RSR001",1,2015-07-23,2016-05-11,1,"123252",-27.75625,32.62943333
"RSR002",1,2015-07-23,2016-05-11,1,"123256",-27.75626667,32.63818333
"RSR003",1,2015-07-23,2016-05-11,1,"123255",-27.77545,32.62636667
"RSR004",1,2015-07-23,2016-05-11,1,"123253",-27.77553333,32.63371667
"Red Sands_SAEON",1,2018-09-13,2019-04-09,1,"547139",-27.74857,32.63884
"Red sands 1",1,2015-07-23,2025-05-13 10:42:00,10,"123254, 125565, 130589, 125564, 125567, 123194, 119633, 136520",-27.798471,32.620427
"Red sands 2",1,2015-07-23,2025-05-13 11:18:00,10,"123257, 125567, 130588, 125566, 123255, 114023, 132290, 136530, NA, 123254",-27.798593,32.629552
"Richards Bay",1,2015-03-09 09:30:00,2017-11-15,2,"126056, 129006",-28.79965,32.11265
"Roman Rock",1,2015-12-03 13:21:00,2020-10-20 09:08:00,6,"128107, 108885, 108815, 125978",-34.18125,18.45767
"Roman Rock",2,2020-12-01 08:28:00,2024-04-16 11:20:00,4,"128110, 128116, 128107, 128108",-34.18125,18.45767
"Roman's Reef MB",1,2017-10-23,2018-03-28,1,"119621",-34.164883,22.1241167
"SAL001",1,2021-11-24 08:06:00,2022-03-14 11:56:00,2,"133824, 112466",-33.05906667,17.96686667
"SFA",1,2015-12-04 09:34:00,2016-08-24 10:25:00,1,"545978",-34.10353,18.55968
"SFA",2,2016-09-19 11:07:00,2017-05-31 09:24:00,1,"545976",-34.10353,18.55968
"SFA",3,2017-07-02 10:14:00,2019-02-07 11:16:00,2,"545976",-34.10353,18.55968
"SIN",1,2015-12-04 09:56:00,2016-08-24 10:45:00,1,"545977",-34.13272,18.58141
"SIN",2,2016-09-19 10:50:00,2017-05-31 09:55:00,1,"545977",-34.13272,18.58141
"SIN",3,2017-07-02 09:50:00,2018-05-28 14:26:00,1,"545977",-34.13272,18.58141
"SIN",4,2018-08-06 10:48:00,2019-02-07 10:54:00,1,"545977",-34.13272,18.58141
"SIN",5,2019-03-30 15:16:00,2019-12-11 11:13:00,1,"545977",-34.13272,18.58141
"SIN",6,2020-12-01 09:10:00,2023-05-07 14:11:00,3,"128112, 128108, 129602",-34.13272,18.58141
"SIN",7,2023-06-22 11:51:00,2025-05-06 13:12:00,2,"128114, 108813",-34.13272,18.58141
"SIS",1,2015-12-04 10:35:00,2016-08-24 11:05:00,1,"545976",-34.14262,18.5816
"SIS",2,2016-09-19 10:34:00,2018-05-28 12:56:00,2,"545978",-34.14262,18.5816
"SIS",3,2018-08-06 11:34:00,2019-02-07 10:46:00,1,"545978",-34.14262,18.5816
"SIS",4,2019-03-30 15:28:00,2019-12-11 11:28:00,1,"545978",-34.14262,18.5816
"SIS",5,2021-08-06 15:00:00,2022-02-01 14:37:00,1,"545978",-34.14262,18.5816
"STB001",1,2021-11-07 14:16:00,2022-09-15 09:54:00,1,"551081",-34.77426,20.08425
"STH001",1,2021-12-01 08:59:00,2022-02-14 17:49:00,1,"120166",-32.67975,17.89436667
"STL001",1,2021-04-15 07:21:00,2022-03-05 11:46:00,1,"120133",-28.39005,32.4342
